filepath,boxes
/content/face-images/2002/08/02/big/img_533.jpg,"[(0.49888889, 0.36111111, 0.33555556, 0.56222222)]"
/content/face-images/2002/08/12/big/img_259.jpg,"[(0.50888889, 0.26, 0.22666667, 0.38222222)]"
/content/face-images/2002/08/18/big/img_328.jpg,"[(0.53555556, 0.56777778, 0.16, 0.28222222), (0.33222222, 0.62777778, 0.04222222, 0.06888889)]"
/content/face-images/2003/01/14/big/img_630.jpg,"[(0.09, 0.42444444, 0.07333333, 0.11111111), (0.36222222, 0.28666667, 0.13777778, 0.22666667), (0.45777778, 0.36555556, 0.08444444, 0.11777778), (0.65333333, 0.35555556, 0.16, 0.24), (0.86, 0.43222222, 0.08888889, 0.11777778), (0.92666667, 0.43444444, 0.04888889, 0.07333333)]"
/content/face-images/2002/08/05/big/img_3541.jpg,"[(0.27222222, 0.25555556, 0.14, 0.17777778), (0.53666667, 0.36777778, 0.11777778, 0.14444444), (0.72555556, 0.81111111, 0.13555556, 0.13777778)]"
/content/face-images/2002/08/06/big/img_2390.jpg,"[(0.32, 0.26333333, 0.16444444, 0.26), (0.71555556, 0.36111111, 0.16444444, 0.24666667)]"
/content/face-images/2002/08/20/big/img_150.jpg,"[(0.33666667, 0.16444444, 0.17555556, 0.28444444), (0.46333333, 0.26555556, 0.20666667, 0.32222222)]"
/content/face-images/2002/08/02/big/img_1231.jpg,"[(0.08888889, 0.45222222, 0.09333333, 0.14444444), (0.21333333, 0.42777778, 0.17333333, 0.24222222), (0.43, 0.39888889, 0.22888889, 0.35333333), (0.70111111, 0.38, 0.10888889, 0.14222222), (0.84, 0.34333333, 0.26222222, 0.40222222)]"
/content/face-images/2002/08/16/big/img_710.jpg,"[(0.13555556, 0.38555556, 0.20888889, 0.27777778), (0.54666667, 0.60222222, 0.19111111, 0.30666667)]"
/content/face-images/2002/08/19/big/img_591.jpg,"[(0.65888889, 0.51222222, 0.40666667, 0.62888889)]"
/content/face-images/2002/07/22/big/img_725.jpg,"[(0.50444444, 0.41666667, 0.36888889, 0.63333333)]"
/content/face-images/2002/07/24/big/img_820.jpg,"[(0.47333333, 0.31444444, 0.27111111, 0.39777778)]"
/content/face-images/2003/01/13/big/img_568.jpg,"[(0.31888889, 0.31444444, 0.13111111, 0.21111111), (0.66444444, 0.33666667, 0.17333333, 0.26)]"
/content/face-images/2002/08/22/big/img_853.jpg,"[(0.54222222, 0.22222222, 0.22222222, 0.35111111), (0.28666667, 0.67, 0.24444444, 0.26444444), (0.74, 0.62, 0.22666667, 0.36)]"
/content/face-images/2002/08/09/big/img_648.jpg,"[(0.54444444, 0.24333333, 0.26222222, 0.37111111)]"
/content/face-images/2002/08/23/big/img_528.jpg,"[(0.16333333, 0.57666667, 0.15777778, 0.24222222), (0.20666667, 0.40555556, 0.04888889, 0.06444444), (0.49444444, 0.47444444, 0.12222222, 0.17111111), (0.90555556, 0.42777778, 0.14888889, 0.19777778), (0.78777778, 0.43777778, 0.1, 0.14666667), (0.82111111, 0.34555556, 0.05555556, 0.08666667), (0.67, 0.35555556, 0.05555556, 0.07111111)]"
/content/face-images/2003/01/14/big/img_888.jpg,"[(0.52111111, 0.42111111, 0.46444444, 0.73111111)]"
/content/face-images/2002/08/30/big/img_18201.jpg,"[(0.29111111, 0.30666667, 0.22666667, 0.31111111), (0.60333333, 0.36444444, 0.24666667, 0.28)]"
/content/face-images/2002/08/13/big/img_965.jpg,"[(0.31333333, 0.26444444, 0.18666667, 0.25333333), (0.67222222, 0.19666667, 0.17111111, 0.25555556)]"
/content/face-images/2003/01/14/big/img_660.jpg,"[(0.26, 0.39666667, 0.19111111, 0.28222222), (0.15888889, 0.34777778, 0.14444444, 0.22444444), (0.44444444, 0.26777778, 0.05333333, 0.07333333), (0.68444444, 0.47666667, 0.17333333, 0.24666667), (0.91222222, 0.37666667, 0.11777778, 0.15333333)]"
/content/face-images/2002/07/19/big/img_517.jpg,"[(0.48555556, 0.44111111, 0.36666667, 0.5)]"
/content/face-images/2003/01/14/big/img_406.jpg,"[(0.52777778, 0.36777778, 0.41111111, 0.59333333)]"
/content/face-images/2002/08/30/big/img_18433.jpg,"[(0.33888889, 0.15222222, 0.07777778, 0.1), (0.70777778, 0.26333333, 0.07333333, 0.10444444)]"
/content/face-images/2002/08/07/big/img_1630.jpg,"[(0.45555556, 0.37, 0.45777778, 0.58888889)]"
/content/face-images/2002/08/06/big/img_2717.jpg,"[(0.52444444, 0.42444444, 0.42222222, 0.59555556)]"
/content/face-images/2002/08/21/big/img_470.jpg,"[(0.23666667, 0.46, 0.17111111, 0.24), (0.62777778, 0.49666667, 0.14444444, 0.20222222)]"
/content/face-images/2002/07/23/big/img_633.jpg,"[(0.31555556, 0.36111111, 0.22666667, 0.32666667), (0.45555556, 0.32222222, 0.24444444, 0.35111111)]"
/content/face-images/2002/08/20/big/img_915.jpg,"[(0.47777778, 0.38, 0.37333333, 0.57777778)]"
/content/face-images/2002/08/16/big/img_893.jpg,"[(0.57444444, 0.15888889, 0.14, 0.24222222)]"
/content/face-images/2002/07/29/big/img_644.jpg,"[(0.51888889, 0.52, 0.67777778, 0.94222222)]"
/content/face-images/2002/08/15/big/img_529.jpg,"[(0.39, 0.34222222, 0.19777778, 0.29777778), (0.82777778, 0.36333333, 0.18, 0.26888889)]"
/content/face-images/2002/08/16/big/img_668.jpg,"[(0.57111111, 0.43555556, 0.32, 0.51111111)]"
/content/face-images/2002/08/07/big/img_1871.jpg,"[(0.55222222, 0.05777778, 0.16666667, 0.21777778), (0.65, 0.30222222, 0.15777778, 0.21333333)]"
/content/face-images/2002/07/25/big/img_192.jpg,"[(0.54777778, 0.24555556, 0.25555556, 0.38888889)]"
/content/face-images/2002/07/31/big/img_961.jpg,"[(0.48777778, 0.21, 0.21111111, 0.30444444)]"
/content/face-images/2002/08/19/big/img_738.jpg,"[(0.18555556, 0.34222222, 0.18888889, 0.27555556), (0.30222222, 0.26222222, 0.19111111, 0.32444444), (0.63222222, 0.31555556, 0.23333333, 0.30222222), (0.53666667, 0.12111111, 0.20666667, 0.27777778)]"
/content/face-images/2002/07/31/big/img_382.jpg,"[(0.47888889, 0.43777778, 0.45555556, 0.68)]"
/content/face-images/2002/08/19/big/img_298.jpg,"[(0.45888889, 0.35666667, 0.35777778, 0.58888889)]"
/content/face-images/2003/01/17/big/img_608.jpg,"[(0.46777778, 0.30444444, 0.29555556, 0.40444444)]"
/content/face-images/2002/08/21/big/img_514.jpg,"[(0.54222222, 0.21444444, 0.22222222, 0.36666667)]"
/content/face-images/2002/07/23/big/img_183.jpg,"[(0.82555556, 0.31555556, 0.20666667, 0.32), (0.35, 0.25111111, 0.21555556, 0.33333333)]"
/content/face-images/2003/01/17/big/img_536.jpg,"[(0.59111111, 0.34666667, 0.14666667, 0.22666667)]"
/content/face-images/2002/07/24/big/img_478.jpg,"[(0.41555556, 0.18444444, 0.19111111, 0.27555556), (0.55, 0.30666667, 0.29555556, 0.39555556), (0.83222222, 0.20777778, 0.23777778, 0.33111111)]"
/content/face-images/2002/08/06/big/img_2997.jpg,"[(0.53777778, 0.42, 0.42666667, 0.64888889)]"
/content/face-images/2002/09/02/big/img_15380.jpg,"[(0.35333333, 0.48333333, 0.4, 0.62)]"
/content/face-images/2002/08/07/big/img_1153.jpg,"[(0.49333333, 0.35555556, 0.23555556, 0.40444444)]"
/content/face-images/2002/07/31/big/img_967.jpg,"[(0.28111111, 0.17666667, 0.14888889, 0.21111111), (0.71444444, 0.22888889, 0.15333333, 0.20444444)]"
/content/face-images/2002/07/31/big/img_711.jpg,"[(0.51444444, 0.18555556, 0.18888889, 0.29111111)]"
/content/face-images/2002/08/26/big/img_664.jpg,"[(0.34333333, 0.30444444, 0.13555556, 0.23111111)]"
/content/face-images/2003/01/01/big/img_326.jpg,"[(0.46666667, 0.39777778, 0.39555556, 0.64444444)]"
/content/face-images/2002/08/24/big/img_775.jpg,"[(0.48222222, 0.23222222, 0.21333333, 0.32666667)]"
/content/face-images/2002/08/08/big/img_961.jpg,"[(0.54777778, 0.38777778, 0.31333333, 0.45555556)]"
/content/face-images/2002/08/16/big/img_77.jpg,"[(0.48, 0.36555556, 0.41777778, 0.65555556)]"
/content/face-images/2002/08/12/big/img_296.jpg,"[(0.29, 0.35333333, 0.24666667, 0.33777778), (0.74333333, 0.36444444, 0.24666667, 0.35555556), (0.62333333, 0.39888889, 0.18444444, 0.27777778)]"
/content/face-images/2002/07/22/big/img_905.jpg,"[(0.38, 0.33222222, 0.14666667, 0.24222222), (0.48555556, 0.36777778, 0.07777778, 0.10444444), (0.71222222, 0.35333333, 0.13555556, 0.20444444), (0.95888889, 0.3, 0.07777778, 0.11555556)]"
/content/face-images/2003/01/13/big/img_284.jpg,"[(0.37333333, 0.22333333, 0.26222222, 0.38), (0.14222222, 0.15777778, 0.08444444, 0.12444444), (0.73777778, 0.18111111, 0.11111111, 0.16222222)]"
/content/face-images/2002/08/13/big/img_887.jpg,"[(0.47222222, 0.38222222, 0.59777778, 0.85777778)]"
/content/face-images/2002/08/24/big/img_849.jpg,"[(0.18555556, 0.34222222, 0.18, 0.27111111), (0.50333333, 0.32888889, 0.17555556, 0.26222222), (0.86333333, 0.46111111, 0.16666667, 0.24222222)]"
/content/face-images/2002/07/30/big/img_345.jpg,"[(0.55555556, 0.45555556, 0.49333333, 0.78666667)]"
/content/face-images/2002/08/18/big/img_419.jpg,"[(0.28777778, 0.46888889, 0.17111111, 0.24), (0.47777778, 0.19222222, 0.13777778, 0.20222222), (0.69111111, 0.31777778, 0.20444444, 0.28)]"
/content/face-images/2002/08/01/big/img_1347.jpg,"[(0.53777778, 0.36666667, 0.30222222, 0.46666667)]"
/content/face-images/2002/08/05/big/img_3670.jpg,"[(0.75555556, 0.36555556, 0.32, 0.51333333)]"
/content/face-images/2002/07/21/big/img_479.jpg,"[(0.62333333, 0.32666667, 0.17555556, 0.30222222)]"
/content/face-images/2002/08/08/big/img_913.jpg,"[(0.31444444, 0.11333333, 0.20222222, 0.31111111), (0.56666667, 0.31555556, 0.17333333, 0.23555556), (0.69111111, 0.08666667, 0.15555556, 0.21333333)]"
/content/face-images/2002/09/02/big/img_15828.jpg,"[(0.48888889, 0.18888889, 0.16444444, 0.27555556)]"
/content/face-images/2002/08/30/big/img_18194.jpg,"[(0.30666667, 0.48444444, 0.46666667, 0.62222222)]"
/content/face-images/2002/08/08/big/img_471.jpg,"[(0.22333333, 0.48555556, 0.42444444, 0.63333333), (0.75, 0.43888889, 0.50888889, 0.74888889)]"
/content/face-images/2002/08/22/big/img_734.jpg,"[(0.47555556, 0.20777778, 0.31555556, 0.54), (0.47111111, 0.60666667, 0.03111111, 0.04444444), (0.53444444, 0.60222222, 0.03333333, 0.04888889), (0.59666667, 0.62333333, 0.03333333, 0.04666667)]"
/content/face-images/2002/08/09/big/img_586.jpg,"[(0.49111111, 0.45333333, 0.46222222, 0.66666667)]"
/content/face-images/2002/08/09/big/img_454.jpg,"[(0.55888889, 0.33555556, 0.24222222, 0.35555556)]"
/content/face-images/2002/07/29/big/img_47.jpg,"[(0.59333333, 0.4, 0.30666667, 0.51111111)]"
/content/face-images/2002/07/19/big/img_381.jpg,"[(0.52444444, 0.33666667, 0.25333333, 0.38888889)]"
/content/face-images/2002/07/29/big/img_733.jpg,"[(0.47333333, 0.25777778, 0.15555556, 0.23555556), (0.89222222, 0.28222222, 0.1, 0.13333333), (0.93444444, 0.17888889, 0.09111111, 0.13555556), (0.23333333, 0.37111111, 0.07555556, 0.08888889), (0.06222222, 0.34444444, 0.02222222, 0.03111111)]"
/content/face-images/2002/08/20/big/img_327.jpg,"[(0.52555556, 0.12777778, 0.14444444, 0.22444444)]"
/content/face-images/2002/07/21/big/img_96.jpg,"[(0.52666667, 0.18555556, 0.19555556, 0.3)]"
/content/face-images/2002/08/06/big/img_2680.jpg,"[(0.58888889, 0.67222222, 0.30222222, 0.45111111)]"
/content/face-images/2002/07/25/big/img_919.jpg,"[(0.5, 0.60444444, 0.15555556, 0.24444444)]"
/content/face-images/2002/07/21/big/img_158.jpg,"[(0.47111111, 0.19666667, 0.18222222, 0.25111111)]"
/content/face-images/2002/07/22/big/img_801.jpg,"[(0.49777778, 0.24666667, 0.23555556, 0.38222222)]"
/content/face-images/2002/07/22/big/img_567.jpg,"[(0.25, 0.21333333, 0.13111111, 0.18222222), (0.49333333, 0.22222222, 0.15555556, 0.25333333), (0.68444444, 0.13666667, 0.13777778, 0.20666667)]"
/content/face-images/2002/07/24/big/img_804.jpg,"[(0.61222222, 0.54888889, 0.38, 0.59555556), (0.27222222, 0.31555556, 0.43777778, 0.65777778)]"
/content/face-images/2002/07/24/big/img_690.jpg,"[(0.43666667, 0.31111111, 0.13111111, 0.24444444), (0.64555556, 0.24777778, 0.14444444, 0.22888889)]"
/content/face-images/2003/01/15/big/img_576.jpg,"[(0.49888889, 0.31333333, 0.23333333, 0.32444444)]"
/content/face-images/2002/08/14/big/img_335.jpg,"[(0.47666667, 0.49555556, 0.60666667, 0.87555556)]"
/content/face-images/2003/01/13/big/img_390.jpg,"[(0.33777778, 0.30777778, 0.14222222, 0.20666667), (0.55555556, 0.31, 0.12444444, 0.19333333), (0.60666667, 0.35111111, 0.05333333, 0.08), (0.70777778, 0.31666667, 0.11777778, 0.17555556), (0.82666667, 0.36666667, 0.07555556, 0.10666667), (0.91777778, 0.33222222, 0.04444444, 0.06444444)]"
/content/face-images/2002/08/11/big/img_258.jpg,"[(0.43444444, 0.23777778, 0.15777778, 0.25777778), (0.61222222, 0.93555556, 0.05111111, 0.08), (0.77777778, 0.92888889, 0.06222222, 0.08888889), (0.65222222, 0.81888889, 0.05111111, 0.07777778), (0.06222222, 0.58555556, 0.04888889, 0.06888889), (0.79888889, 0.28444444, 0.04666667, 0.05777778)]"
/content/face-images/2002/07/23/big/img_917.jpg,"[(0.46111111, 0.20888889, 0.22444444, 0.35111111)]"
/content/face-images/2002/08/15/big/img_525.jpg,"[(0.36666667, 0.34888889, 0.22222222, 0.35555556), (0.64111111, 0.21, 0.21111111, 0.34444444)]"
/content/face-images/2003/01/15/big/img_505.jpg,"[(0.51555556, 0.30888889, 0.26222222, 0.39111111)]"
/content/face-images/2002/07/30/big/img_886.jpg,"[(0.48666667, 0.33222222, 0.26666667, 0.46888889)]"
/content/face-images/2003/01/16/big/img_640.jpg,"[(0.46666667, 0.44, 0.34222222, 0.53333333)]"
/content/face-images/2003/01/14/big/img_642.jpg,"[(0.48555556, 0.22111111, 0.23333333, 0.31777778)]"
/content/face-images/2003/01/17/big/img_844.jpg,"[(0.44888889, 0.30333333, 0.32888889, 0.38888889), (0.54777778, 0.82444444, 0.17111111, 0.26666667)]"
/content/face-images/2002/08/04/big/img_571.jpg,"[(0.47444444, 0.25, 0.23777778, 0.38)]"
/content/face-images/2002/08/29/big/img_18702.jpg,"[(0.60333333, 0.36, 0.27333333, 0.4), (0.81555556, 0.56666667, 0.30666667, 0.35555556)]"
/content/face-images/2003/01/15/big/img_240.jpg,"[(0.48333333, 0.14777778, 0.17555556, 0.24666667)]"
/content/face-images/2002/07/29/big/img_553.jpg,"[(0.23333333, 0.29111111, 0.14222222, 0.23111111), (0.51666667, 0.35888889, 0.14444444, 0.20666667), (0.80111111, 0.28555556, 0.14888889, 0.22444444)]"
/content/face-images/2002/08/10/big/img_354.jpg,"[(0.47, 0.44666667, 0.22, 0.32888889)]"
/content/face-images/2002/08/18/big/img_17.jpg,"[(0.22666667, 0.26888889, 0.19555556, 0.30222222), (0.53555556, 0.31222222, 0.26666667, 0.39777778), (0.81444444, 0.27777778, 0.21111111, 0.28444444)]"
/content/face-images/2003/01/15/big/img_782.jpg,"[(0.49444444, 0.17666667, 0.14, 0.22444444), (0.68888889, 0.15333333, 0.07111111, 0.10666667)]"
/content/face-images/2002/07/27/big/img_382.jpg,"[(0.64333333, 0.34222222, 0.23777778, 0.34666667)]"
/content/face-images/2002/08/14/big/img_970.jpg,"[(0.17111111, 0.21666667, 0.08, 0.10888889), (0.28777778, 0.22333333, 0.09555556, 0.13555556), (0.51888889, 0.25444444, 0.10444444, 0.14444444), (0.71666667, 0.35444444, 0.20666667, 0.32666667), (0.81222222, 0.15777778, 0.04666667, 0.06666667)]"
/content/face-images/2003/01/16/big/img_70.jpg,"[(0.48333333, 0.37111111, 0.36666667, 0.56444444), (0.27333333, 0.59, 0.10222222, 0.15333333)]"
/content/face-images/2003/01/16/big/img_625.jpg,"[(0.33777778, 0.44111111, 0.39555556, 0.57111111)]"
/content/face-images/2002/08/18/big/img_341.jpg,"[(0.61333333, 0.28666667, 0.11111111, 0.15555556)]"
/content/face-images/2002/08/26/big/img_188.jpg,"[(0.36888889, 0.43333333, 0.20888889, 0.31111111), (0.56555556, 0.53222222, 0.12666667, 0.17111111), (0.65777778, 0.53555556, 0.13333333, 0.14222222), (0.69666667, 0.43111111, 0.09111111, 0.13333333)]"
/content/face-images/2002/08/09/big/img_405.jpg,"[(0.48222222, 0.36666667, 0.24, 0.39111111)]"
/content/face-images/2002/08/02/big/img_37.jpg,"[(0.35111111, 0.44555556, 0.23111111, 0.39333333)]"
/content/face-images/2002/08/13/big/img_748.jpg,"[(0.22444444, 0.40333333, 0.19111111, 0.31333333), (0.56, 0.31111111, 0.09333333, 0.12888889), (0.72555556, 0.31111111, 0.18, 0.29333333)]"
/content/face-images/2002/07/22/big/img_399.jpg,"[(0.44555556, 0.76, 0.22, 0.24888889)]"
/content/face-images/2002/07/25/big/img_844.jpg,"[(0.50333333, 0.18333333, 0.18, 0.26), (0.76555556, 0.27333333, 0.05555556, 0.07555556), (0.82444444, 0.27666667, 0.06222222, 0.09111111)]"
/content/face-images/2002/08/12/big/img_340.jpg,"[(0.43777778, 0.43666667, 0.08888889, 0.13555556), (0.69222222, 0.47111111, 0.13555556, 0.20888889)]"
/content/face-images/2003/01/13/big/img_815.jpg,"[(0.46444444, 0.33555556, 0.32444444, 0.46222222)]"
